SPEED	TORQUE
802.17	-38.155
803.9518429	-41.6099983
805.6386294	-44.96434201
807.1353029	-48.11737651
808.346807	-50.96844721
809.1780853	-53.41689951
809.5340811	-55.36207881
809.3197382	-56.70333051
808.44	-57.34
806.8206673	-57.18725526
804.4709698	-56.22355453
801.4209947	-54.44317863
797.7008289	-51.84040837
793.3405595	-48.40952456
788.3702735	-44.14480802
782.820058	-39.04053956
776.72	-33.091
770.1422653	-26.36972343
763.327335	-19.26725705
756.5577691	-12.25340135
750.1161273	-5.797956811
744.2849696	-0.370723923
739.3468559	3.558496831
735.5843461	5.519904967
733.28	5.0437
732.6036113	1.850450723
733.2739088	-3.577796967
734.8968548	-10.5686279
737.0784119	-18.44962689
739.4245425	-26.54837877
741.5412091	-34.19246836
743.0343741	-40.7094805
743.51	-45.427
742.6816292	-47.85948552
740.6931235	-48.26889102
737.7959248	-47.1040443
734.241475	-44.81377314
730.2812158	-41.84690534
726.166589	-38.65226869
722.1490365	-35.67869098
718.48	-33.375
715.3500478	-32.08474868
712.7062534	-31.73039051
710.4348169	-32.12910409
708.4219381	-33.09806805
706.5538171	-34.45446101
704.7166537	-36.01546157
702.796648	-37.59824836
700.68	-39.02
698.2844297	-40.1213967
695.6537378	-40.83712507
692.8632452	-41.12537331
689.9882726	-40.94432965
687.104141	-40.25218227
684.2861712	-39.0071194
681.6096839	-37.16732924
679.15	-34.691
676.9686397	-31.56729441
675.0719203	-27.90927329
673.4523586	-23.86097199
672.1024713	-19.56642586
671.0147751	-15.16967025
670.1817867	-10.8147405
669.5960227	-6.64567197
669.25	-2.8065
669.1322225	0.581489361
669.2151433	3.488007272
669.467203	5.905514192
669.856842	7.82647058
670.3525008	9.243336895
670.9226197	10.1485736
671.5356393	10.53464115
672.16	10.394
672.7707711	9.74804907
673.3695375	8.733941072
673.9645128	7.517767173
674.5639105	6.26561854
675.1759445	5.143586339
675.8088283	4.317761737
676.4707756	3.954235902
677.17	4.2191
677.9105718	5.214101467
678.6799878	6.783612813
679.4616014	8.707662818
680.2387658	10.76628026
680.9948345	12.73949392
681.7131609	14.40733258
682.3770982	15.54982501
682.97	15.947
683.4804962	15.45326108
683.9183236	14.2205108
684.2984958	12.47502648
684.6360262	10.44308542
684.9459284	8.350964928
685.2432157	6.424942323
685.5429017	4.891294911
685.86	3.9763
686.2056465	3.835914377
686.5754676	4.344812736
686.9612123	5.307349245
687.3546293	6.527878076
687.7474677	7.810753397
688.1314763	8.960329378
688.4984041	9.780960189
688.84	10.077
689.1497693	9.709064616
689.4282434	8.762816381
689.6777099	7.380179276
689.9004566	5.703077281
690.0987712	3.873434376
690.2749415	2.033174541
690.4312552	0.324221755
690.57	-1.1115
690.6939285	-2.163299989
690.8076527	-2.845420448
690.9162491	-3.203336859
691.0247945	-3.282524701
691.1383656	-3.128459456
691.262039	-2.786616604
691.4008916	-2.302471625
691.56	-1.7215
691.7424657	-1.087949035
691.9434897	-0.441153338
692.1562977	0.180780659
692.3741155	0.739746524
692.5901689	1.197637823
692.7976836	1.516348124
692.9898854	1.657770994
693.16	1.5838
693.3031226	1.276048278
693.421826	0.795007237
693.5205522	0.220887854
693.6037434	-0.366098894
693.6758416	-0.885742031
693.7412891	-1.257830579
693.8045278	-1.402153561
693.87	-1.2385
693.9419188	-0.716206578
694.0235813	0.097199389
694.118056	1.104642924
694.228411	2.209049054
694.3577146	3.313342801
694.5090352	4.320449192
694.6854409	5.13329325
694.89	5.6548
695.1231672	5.812907369
695.3749424	5.635604895
695.6327121	5.175895019
695.8838626	4.486780179
696.1157803	3.621262817
696.3158515	2.632345373
696.4714626	1.573030288
696.57	0.49632
696.6037719	-0.545652391
696.5847739	-1.504231158
696.5299236	-2.331629913
696.4561385	-2.980062271
696.3803361	-3.401741844
696.3194338	-3.548882248
696.2903493	-3.373697095
696.31	-2.8284
696.3901242	-1.893311945
696.5217431	-0.66118339
696.6906988	0.747127836
696.8828333	2.210763903
697.0839887	3.608866982
697.2800069	4.820579244
697.45673	5.72504286
697.6	6.2014
697.6992666	6.163029194
697.7584099	5.660254404
697.7849178	4.777635952
697.7862782	3.599734158
697.7699787	2.211109345
697.7435073	0.696321834
697.7143518	-0.860068055
697.69	-2.3735
697.6768329	-3.764872018
697.6768047	-4.976915476
697.6907626	-5.95782008
697.719554	-6.655775537
697.7640261	-7.018971551
697.8250263	-6.99559783
697.9034018	-6.533844077
698	-5.5819
698.1143391	-4.123826084
698.2406212	-2.287165938
698.3717191	-0.235333951
698.5005059	1.868255489
698.6198544	3.860187993
698.7226376	5.577049172
698.8017285	6.855424637
698.85	7.5319
698.8628809	7.492696081
698.8460231	6.822574541
698.8076344	5.655932251
698.7559226	4.12716608
698.6990955	2.370672899
698.6453608	0.520849579
698.6029264	-1.287907011
698.58	-2.9212
698.5828288	-4.264956287
698.6098179	-5.286397852
698.6574114	-5.973070443
698.7220539	-6.31251981
698.8001896	-6.292291699
698.8882629	-5.899931862
698.9827183	-5.122986046
699.08	-3.949
699.1767413	-2.391561166
699.2703305	-0.568423757
699.358345	1.376616319
699.438362	3.299763158
699.5079587	5.057220852
699.5647124	6.505193494
699.6062005	7.499885179
699.63	7.8975
699.6347179	7.601217553
699.6230789	6.702119444
699.5988376	5.338262783
699.5657483	3.647704678
699.5275655	1.768502238
699.4880435	-0.161287428
699.4509369	-2.00360721
699.42	-3.6204
699.3983326	-4.896499475
699.3864164	-5.808302456
699.3840781	-6.355096552
699.3911448	-6.536169369
699.4074434	-6.350808514
699.4328009	-5.798301596
699.4670441	-4.877936222
699.51	-3.589
699.5609555	-1.954388989
699.6170368	-0.091433056
699.6748304	1.858929479
699.7309224	3.755760297
699.7818991	5.458121077
699.8243468	6.825073501
699.8548516	7.715679248
699.87	7.989
