SPEED	TORQUE
696.3799504	-1.231998207
696.47	-1.0201
696.5671966	-0.494370807
696.6673675	0.266234126
696.7654974	1.156983471
696.8565711	2.073145905
696.9355734	2.9099901
696.9974891	3.562784731
697.0373031	3.926798473
697.05	3.8973
697.0328625	3.405467725
696.9923642	2.526119021
696.9372766	1.369980998
696.8763712	0.047780768
696.8184194	-1.329754559
696.7721926	-2.651897869
696.7464623	-3.807922054
696.75	-4.6871
696.7890487	-5.204851071
696.8597382	-5.381180521
696.9556695	-5.26224008
697.0704441	-4.894181475
697.1976632	-4.323156436
697.330928	-3.595316692
697.4638399	-2.75681397
697.59	-1.8538
697.7039113	-0.931822818
697.8036832	-0.034015687
697.8883265	0.79709182
697.9568523	1.518970132
698.0082716	2.089089678
698.0415954	2.464920886
698.0558345	2.603934183
698.05	2.4636
698.024349	2.021077106
697.984123	1.332277644
697.9358096	0.472802095
697.8858965	-0.481749055
697.8408714	-1.455775323
697.8072218	-2.373676226
697.7914355	-3.159851279
697.8	-3.7387
697.8373841	-4.053242248
697.8999812	-4.120979262
697.9821655	-3.978032623
698.0783115	-3.660523913
698.1827936	-3.204574714
698.2899861	-2.646306608
698.3942634	-2.021841176
698.49	-1.3673
698.5725011	-0.7176003
698.640796	-0.102841844
698.6948447	0.44807996
698.7346074	0.906269708
698.7600442	1.242831992
698.7711151	1.428871406
698.7677804	1.435492544
698.75	1.2338
698.7186464	0.809768448
698.678241	0.20885289
698.6342172	-0.508621593
698.5920088	-1.282329918
698.5570492	-2.051947004
698.5347722	-2.757147767
698.5306113	-3.337607127
698.55	-3.733
698.5964874	-3.89837197
698.6660839	-3.850251277
698.7529153	-3.62053683
698.8511074	-3.241127534
698.9547862	-2.743922297
699.0580773	-2.160820024
699.1551066	-1.523719623
699.24	-0.86452
699.3082947	-0.215454398
699.3611735	0.389906595
699.401231	0.917658054
699.4310614	1.333895056
699.4532592	1.604712676
699.4704186	1.696205989
699.4851341	1.574470072
699.5	1.2056
699.5171113	0.576448233
699.5365657	-0.243103227
699.5579615	-1.162414997
699.5808968	-2.09084769
699.6049701	-2.937761923
699.6297795	-3.612518308
699.6549234	-4.024477462
699.68	-4.083
699.7048811	-3.729191778
699.7305323	-3.031139624
699.7581926	-2.088675606
699.7891012	-1.001631795
699.8244972	0.130159741
699.8656196	1.206866931
699.9137075	2.128657707
699.97	2.7957
700.0344776	3.132874465
700.1020864	3.163912659
700.1665141	2.937258867
700.2214482	2.50135737
700.2605762	1.904652452
700.2775859	1.195588396
700.2661646	0.422609484
700.22	-0.36584
700.1351968	-1.126106276
700.0175282	-1.833697577
699.8751845	-2.468912635
699.716356	-3.012050186
699.549233	-3.443408963
699.3820058	-3.743287702
699.2228647	-3.891985136
699.08	-3.8698
698.9605164	-3.666078929
698.8671757	-3.306360165
698.8016541	-2.82522985
698.7656279	-2.257274127
698.7607732	-1.637079138
698.7887661	-0.999231025
698.851283	-0.378315932
698.95	0.19108
699.0843197	0.67844049
699.2445502	1.069528706
699.4187263	1.35417768
699.5948824	1.522220443
699.7610533	1.563490026
699.9052734	1.467819459
700.0155775	1.225041773
700.08	0.82499
700.0904862	0.268218123
700.0546234	-0.401836066
699.9839095	-1.131013821
699.8898424	-1.865156396
699.78392	-2.550105047
699.6776402	-3.131701028
699.5825009	-3.555785594
699.51	-3.7682
699.4689504	-3.732126437
699.457425	-3.480110848
699.4708116	-3.062040112
699.504498	-2.527801108
699.5538723	-1.927280715
699.6143221	-1.310365814
699.6812354	-0.726943282
699.75	-0.2269
699.8162317	0.148812744
699.876458	0.394986021
699.9274341	0.515346495
699.9659154	0.513620828
699.9886574	0.393535682
699.9924152	0.158817721
699.9739443	-0.186806394
699.93	-0.63961
699.8593259	-1.187828737
699.7686182	-1.787547456
699.6665615	-2.38681331
699.5618402	-2.933673454
699.4631389	-3.376175042
699.3791422	-3.662365226
699.3185343	-3.740291161
699.29	-3.558
699.299082	-3.087520511
699.3387568	-2.396807917
699.3988591	-1.577799055
699.4692237	-0.722430761
699.5396853	0.077360129
699.6000787	0.729636776
699.6402387	1.142462346
699.65	1.2239
699.6225491	0.912909942
699.5644796	0.272040531
699.4857365	-0.605262833
699.3962651	-1.625554753
699.3060105	-2.695389828
699.224918	-3.72132266
699.1629328	-4.609907851
699.13	-5.2677
699.1331628	-5.624308124
699.1678561	-5.701558895
699.2266129	-5.544333401
699.301966	-5.197512728
699.3864484	-4.705977965
699.4725929	-4.114610198
699.5529325	-3.468290513
699.62	-2.8119
699.6681786	-2.183194439
699.6992522	-1.591428388
699.7168549	-1.038731102
699.7246208	-0.527231833
699.7261842	-0.059059836
699.7251791	0.363655638
699.7252396	0.738785334
699.73	1.0642
699.7417205	1.336068261
699.7571665	1.54375026
699.7717294	1.67490402
699.7808007	1.717187562
699.7797719	1.658258909
699.7640346	1.485776083
699.7289801	1.187397106
699.67	0.75078
699.5847244	0.176778816
699.4797381	-0.480968278
699.3638642	-1.155627088
699.2459263	-1.780363416
699.1347476	-2.288343067
699.0391514	-2.612731846
698.9679611	-2.686695555
698.93	-2.4434
698.9313349	-1.843791651
698.9670062	-0.959939647
699.029298	0.108306206
699.1104941	1.261096102
699.2028784	2.398580235
699.2987348	3.4209088
699.3903474	4.22823199
699.47	4.7207
699.5312251	4.825810346
699.5725495	4.580449835
699.5937485	4.048852596
699.5945975	3.295252759
699.5748718	2.383884451
699.5343467	1.378981803
699.4727977	0.344778943
699.39	-0.65449
699.2872022	-1.562185574
699.1715458	-2.352047038
699.0516456	-3.00540833
698.9361161	-3.503603387
698.8335721	-3.827966145
698.7526282	-3.959830542
698.7018993	-3.880530514
698.69	-3.5714
698.7224465	-3.027465063
698.7923609	-2.298520277
698.889767	-1.448052343
699.0046883	-0.539547962
699.1271486	0.363506163
699.2471716	1.197623333
699.3547808	1.899316846
699.44	2.4051
699.4952385	2.667210473
699.5224481	2.700783457
699.5259663	2.536678521
699.5101307	2.205755236
699.4792788	1.738873171
699.437748	1.166891897
699.3898759	0.520670983
699.34	-0.16893
699.2921661	-0.869497826
699.2492531	-1.542404645
699.2138482	-2.147468949
699.1885388	-2.644509231
699.175912	-2.993343984
699.1785551	-3.153791701
699.1990554	-3.085670876
699.24	-2.7488
699.3023668	-2.123317782
699.380696	-1.270643784
699.4679182	-0.272517785
699.5569641	0.789320437
699.6407646	1.833131104
699.7122502	2.777174439
699.7643518	3.539710664
699.79	4.039
699.7843823	4.214921765
699.7517131	4.093831656
699.6984635	3.723704465
699.6311047	3.152514983
699.5561078	2.428238004
699.479944	1.598848319
699.4090843	0.71232072
699.35	-0.18337
699.3079556	-1.041936759
699.2833892	-1.823843308
699.2755325	-2.491241108
699.2836171	-3.006281621
699.3068745	-3.331116305
699.3445364	-3.427896623
699.3958344	-3.258774034
699.46	-2.7859
699.5353384	-1.997171038
699.6164489	-0.983463892
699.6970042	0.138599637
699.7706771	1.252397749
699.8311403	2.241308641
699.8720667	2.988710515
699.887129	3.377981568
699.87	3.2925
699.8169993	2.657100188
699.7350339	1.562441219
699.6336577	0.14063836
699.5224246	-1.476193124
699.4108884	-3.155937968
699.308603	-4.766480906
699.2251222	-6.175706672
699.17	-7.2515
699.1502581	-7.891340651
699.1627904	-8.111088485
699.2019586	-7.95619839
699.2621244	-7.472125252
699.3376497	-6.704323957
699.4228962	-5.698249392
699.5122257	-4.499356444
699.6	-3.1531
699.6812651	-1.707168444
699.7538046	-0.218184153
699.8160861	1.254996997
699.8665777	2.653519131
699.9037471	3.918526374
699.926062	4.99116285
699.9319904	5.812572684
699.92	6.3239
699.8893299	6.484344504
699.8423039	6.325328222
699.7820172	5.896328761
699.7115647	5.246823727
699.6340417	4.426290727
699.5525432	3.484207368
699.4701643	2.470051257
699.39	1.4333
699.3149115	0.422074998
699.2468236	-0.520927173
699.1874272	-1.354366142
699.1384133	-2.036901539
699.1014727	-2.527192994
699.0782964	-2.783900136
699.0705752	-2.765682595
699.08	-2.4312
699.1070399	-1.761061683
699.1472768	-0.82367578
699.1950708	0.29059987
699.244782	1.49140743
699.2907704	2.688389061
699.3273962	3.791186925
699.3490193	4.709443184
699.35	5.3528
699.3265773	5.653599468
699.2825066	5.634983419
699.2234223	5.342793615
699.1549587	4.82287182
699.0827503	4.121059798
699.0124315	3.283199312
698.9496366	2.355132124
698.9	1.3827
698.8680571	0.411201895
698.8539467	-0.516234458
698.8567088	-1.357024135
698.8753831	-2.068582211
698.9090095	-2.60832376
698.9566279	-2.933663858
699.0172781	-3.00201758
699.09	-2.7708
699.1731085	-2.219081659
699.262019	-1.412554962
699.3514223	-0.438567778
699.4360089	0.615532023
699.5104693	1.662396571
699.5694942	2.614677997
699.6077743	3.38502843
699.62	3.8861
699.6027122	4.054757379
699.5598521	3.9247154
699.4972114	3.553901438
699.4205815	3.000242868
699.3357539	2.321667064
699.2485201	1.576101402
699.1646716	0.821473256
699.09	0.11571
699.0294218	-0.490102855
698.9843537	-0.972247262
698.9553375	-1.313847036
698.9429152	-1.498025994
698.9476285	-1.507907953
698.9700191	-1.32661673
699.010629	-0.93727614
699.07	-0.32301
699.1473156	0.516224316
699.2363269	1.51313521
699.3294267	2.583597527
699.4190077	3.64348611
699.4974627	4.608675804
699.5571846	5.395041454
699.5905661	5.918457905
699.59	6.0948
699.5506711	5.867023754
699.4789323	5.286409858
699.3839283	4.431320171
699.274804	3.380116555
699.1607042	2.21116087
699.0507737	1.002814975
698.9541574	-0.166559268
698.88	-1.2186
698.8352733	-2.085820172
698.8182564	-2.744231984
698.8250554	-3.180722449
698.8517763	-3.38217858
698.8945252	-3.335487388
698.9494081	-3.027535885
699.012531	-2.445211085
699.08	-1.5754
699.1481576	-0.426516308
699.2142921	0.906919642
699.2759283	2.308860838
699.3305908	3.663260264
699.3758045	4.854070908
699.4090941	5.765245754
699.4279843	6.28073779
699.43	6.2845
699.4139713	5.702805132
699.3839502	4.631204978
699.3452941	3.207571091
699.3033605	1.569775023
699.2635069	-0.144311673
699.2310906	-1.796817444
699.2114692	-3.249870738
699.21	-4.3656
699.2308206	-5.037547092
699.2731885	-5.284907524
699.3351415	-5.15829022
699.4147171	-4.708304105
699.5099532	-3.985558101
699.6188872	-3.040661133
699.7395569	-1.924222125
699.87	-0.68685
700.0077269	0.619099739
700.1481396	1.934285274
700.2861127	3.197618209
700.416521	4.348010146
700.5342391	5.324372691
700.6341419	6.065617446
700.7111039	6.510656014
700.76	6.5984
700.7771389	6.289706047
700.7645656	5.63321096
700.7257593	4.699496585
700.664199	3.559144769
700.5833639	2.282737357
700.4867329	0.940856194
700.3777852	-0.395916874
700.26	-1.657
700.1370182	-2.778489844
700.0131291	-3.723197083
699.8927836	-4.460610898
699.7804329	-4.960220473
699.6805281	-5.191514988
699.5975203	-5.123983627
699.5358606	-4.72711557
699.5	-3.9704
699.4926201	-2.847044133
699.5093242	-1.445127317
699.543946	0.123553062
699.5903192	1.747199622
699.6422775	3.314014979
699.6936546	4.71220175
699.7382842	5.829962552
699.77	6.5555
699.7838098	6.806146843
699.7794177	6.615756352
699.7577017	6.047311932
699.7195401	5.163796985
699.665811	4.028194915
699.5973925	2.703489125
699.5151628	1.252663019
699.42	-0.2613
699.3136055	-1.773015114
699.2009738	-3.207491842
699.0879228	-4.48733829
698.9802702	-5.535162563
698.8838339	-6.273572765
698.8044315	-6.625177002
698.7478809	-6.512583379
698.72	-5.8584
698.724444	-4.628076818
698.7562182	-2.958431172
698.8081656	-1.029122248
698.873129	0.980190766
698.9439512	2.889848685
699.0134752	4.520192321
699.0745439	5.691562488
699.12	6.2243
699.1442046	5.995363791
699.1475908	5.108185278
699.1321102	3.722814001
699.0997139	1.999299498
699.0523534	0.097691308
698.99198	-1.821961031
698.9205451	-3.59960798
698.84	-5.0752
698.7529175	-6.120094556
698.6643559	-6.731277129
698.5799953	-6.937140202
698.5055154	-6.766076259
698.446596	-6.246477783
698.4089171	-5.406737259
698.3981585	-4.27524717
698.42	-2.8804
698.4774654	-1.264473065
698.5629542	0.474716988
698.6662095	2.225468681
698.7769746	3.876080536
698.884993	5.314851074
698.9800078	6.430078816
699.0517624	7.110062284
699.09	7.2431
699.0875528	6.756767677
699.0496087	5.735749803
698.9844442	4.304008056
698.9003361	2.585504115
698.8055609	0.70419966
698.7083954	-1.215943631
698.6171162	-3.050964077
698.54	-4.6769
698.4837294	-5.989106238
698.4486111	-6.960203699
698.4333574	-7.58212981
698.4366811	-7.846821995
698.4572947	-7.746217681
698.4939106	-7.272254293
698.5452416	-6.416869258
698.61	-5.172
698.6861622	-3.554817921
698.7687596	-1.683430318
698.8520869	0.298821535
698.9304394	2.248596366
698.9981119	4.0225529
699.0493995	5.477349866
699.0785972	6.469645991
699.08	6.8561
699.0498638	6.541520694
698.9922882	5.623317158
698.9133338	4.247048551
698.8190613	2.558274032
698.715531	0.702552759
698.6088037	-1.17455611
698.5049398	-2.927493415
698.41	-4.4107
698.3296951	-5.505798252
698.2683376	-6.203136751
698.2298902	-6.520245623
698.2183156	-6.474654995
698.2375765	-6.083894991
698.2916357	-5.36549574
698.384456	-4.336987368
698.52	-3.0159
698.6985041	-1.436574755
698.9052988	0.299403285
699.1219882	2.073638043
699.3301764	3.767733446
699.5114676	5.263293418
699.6474659	6.441921884
699.7197753	7.18522277
699.71	7.3748
699.6080854	6.93525274
699.4373423	5.963161112
699.2294227	4.598100482
699.0159787	2.979646211
698.8286624	1.247373664
698.6991258	-0.459141796
698.659021	-2.000324805
698.74	-3.2366
698.9684706	-4.064543626
699.3498632	-4.525338359
699.8843639	-4.696318485
700.5721586	-4.65481829
701.4134335	-4.478172058
702.4083747	-4.243714076
703.5571682	-4.028778628
704.86	-3.9107
706.3105907	-3.96072648
707.8767986	-4.225762365
709.5200164	-4.746625955
711.2016368	-5.564135552
712.8830526	-6.719109454
714.5256566	-8.252365963
716.0908415	-10.20472338
717.54	-12.617
718.8418228	-15.49848581
719.9941925	-18.73235749
721.0022894	-22.17026344
721.8712942	-25.663852
722.6063871	-29.06477157
723.2127488	-32.22467051
723.6955596	-34.99519719
724.06	-37.228
724.3130555	-38.81586955
724.4689315	-39.81616547
724.5436383	-40.32738964
724.5531865	-40.44804394
724.5135863	-40.27663025
724.4408483	-39.91165044
724.3509827	-39.4516064
724.26	-38.995
724.1797833	-38.62488951
724.1057066	-38.36255875
724.0290165	-38.21384793
723.9409598	-38.18459724
723.8327831	-38.2806469
723.6957331	-38.50783711
723.5210565	-38.87200808
723.3	-39.379
723.0229284	-40.02328529
722.6766796	-40.75386514
722.2472096	-41.50837294
721.7204742	-42.22444209
721.0824296	-42.83970597
720.3190317	-43.29179799
719.4162365	-43.51835154
718.36	-43.457
717.1435615	-43.07157089
715.7892936	-42.4306682
714.3268522	-41.62909
712.7858932	-40.76163441
711.1960726	-39.92309952
709.5870463	-39.20828343
707.9884701	-38.71198422
706.43	-38.529
704.931517	-38.71906981
703.4738023	-39.20169645
702.0278621	-39.86132368
700.5647029	-40.58239526
699.0553307	-41.24935492
697.470752	-41.74664643
695.781973	-41.95871354
693.96	-41.77
691.9887299	-41.08373386
689.9036223	-39.87828037
687.7530274	-38.15078909
685.5852953	-35.89840956
683.4487763	-33.11829133
681.3918207	-29.80758397
679.4627785	-25.963437
677.71	-21.583
676.1838759	-16.71419514
674.9429586	-11.60803518
674.0478409	-6.566305509
673.5591159	-1.890791508
673.5373764	2.116721432
674.0432153	5.154447922
675.1372256	6.920602574
676.88	7.1134
679.2970166	5.543285919
682.2732935	2.469630484
685.6587339	-1.735965046
689.303241	-6.701899409
